text,sentiment
romeo thou wast never anything thou wast goose,neutral
mercutio bite thee ear jest,neutral
mercutio thy wit bitter sweeting sharp sauce,negative
romeo well served sweet goose,positive
mercutio heres wit cheveril stretches inch narrow ell broad,neutral
mercutio better groaning love,positive
art thou sociable art thou romeo art thou thou art art well nature,positive
drivelling love like great natural runs lolling hide bauble hole,positive
mercutio thou desirest stop tale hair,negative
romeo hast thou found,neutral
mercutio hare sir unless hare sir lenten pie something stale hoar ere spent,neutral
walks sings old hare hoar old hare hoar good meat lent hare hoar much score hoars ere spent,positive
mercutio farewell ancient lady,neutral
exeunt mercutio benvolio nurse pray sir saucy merchant full ropery,positive
romeo gentleman nurse loves hear talk speak minute stand month,positive
nurse speak anything ill take lustier twenty jacks cannot ill find shall,negative
thou must stand suffer every knave use pleasure,positive
peter saw man use pleasure,positive
dare draw soon another man see occasion good quarrel law side,positive
nurse afore god vexed every part quivers,positive
pray sir word told young lady bid inquire,positive
bid say keep first let tell ye ye lead fools paradise say gross kind behavior say gentlewoman young juliet storm blows contrary,positive
romeo slaughtred tybalt dead,negative
dearest cousin dearer lord,positive
dreadful trumpet sound general doom,negative
nurse tybalt gone romeo banished romeo killed banished juliet god,negative
romeos hand shed tybalts blood,positive
juliet serpent heart hid flowring face,positive
ever dragon keep fair cave,positive
opposite thou justly seemst damned saint honorable villain,negative
nature hadst thou hell thou didst bower spirit fiend mortal paradise sweet flesh,positive
ever book containing vile matter fairly bound,negative
nurse theres trust faith honesty men perjured forsworn naught dissemblers,positive
griefs woes sorrows make old,negative
juliet blistered thy tongue wish,positive
upon brow shame ashamed sit tis throne honor may crowned sole monarch universal earth,negative
nursewill speak well killed cousin,negative
juliet shall speak ill husband,negative
ah poor lord tongue shall smooth thy name thy threehours wife mangled,negative
romeo unless breath heartsick groans mistlike infold search eyes,neutral
knock friar hark knock,neutral
romeo arise thou wilt taken,neutral
stand knock run study,neutral
enter nurse nurse let come shall know errand,neutral
nurse holy friar tell holy friar ladys lord wheres romeo,neutral
friar ground tears made drunk,negative
nurse even mistresscase case,neutral
even lies blubbring weeping weeping blubbring,negative
romeo spakest thou juliet,neutral
doth think old murderer stained childhood joy blood removed little,negative
says concealed lady cancelled love,positive
capulet things falln sir unluckily time move daughter,neutral
look loved kinsman tybalt dearly,positive
tis late shell come tonight,neutral
promise company would abed hour ago,positive
paris times woe afford times woo,positive
lady know mind early tomorrow tonight shes mewed heaviness,neutral
capulet sir paris make desperate tender childs love,positive
think ruled respects nay doubt,negative
wife go ere go bed acquaint son parislove bid mark,neutral
thursday let thursday tell shall married noble earl,positive
well keep great ado friend two hark tybalt slain late may thought held carelessly kinsman revel much,positive
therefore well half dozen friends end,positive
say thursday romeo light light dark dark woes,negative
enter nurse hastily nurse madam,neutral
nurse lady mother coming chamber,neutral
day broke wary look,negative
juliet window let day let life,neutral
one kiss ill descend,neutral
goeth juliet art thou gone lovelord ay husbandfriend,neutral
must hear thee every day hour minute many days,neutral
count shall much years ere behold romeo,neutral
omit opportunity may convey greetings love thee,positive
juliet thinkst thou shall ever meet,neutral
romeo doubt woes shall serve sweet discourses times come,negative
juliet god illdivining soul,positive
methinks see thee thou art low one dead bottom tomb,negative
either eyesight fails thou lookest pale,negative
romeo trust love eye,positive
dry sorrow drinks blood,negative
men call thee fickle,neutral
thou art fickle dost thou capulet peace mumbling fool,positive
look tot think ont use jest,neutral
thursday near lay hand heart advise mine ill give friend hang beg starve die streets soul ill neer acknowledge thee mine shall never thee good,negative
juliet pity clouds sees bottom grief,negative
sweet mother cast away friar peace ho shame,positive
confusions cure lives confusions,negative
heaven part fair maid heaven hath better maid,positive
part could keep death heaven keeps part eternal life,negative
sought promotion twas heaven advanced weep ye seeing advanced clouds high heaven,positive
love love child ill run mad seeing well,positive
shes well married lives married long shes best married dies married young,positive
dry tears stick rosemary fair corse custom best array bear church though fond nature bids us lament yet natures tears reasons merriment,positive
capulet things ordained festival turn office black funeral instruments melancholy bells wedding cheer sad burial feast solemn hymns sullen dirges change bridal flowers serve buried corse things change contrary,negative
friar sir go madam go go sir paris,neutral
every one prepare follow fair corse unto grave,negative
first musician pestilent knave,neutral
second musician hang jack,neutral
come well tarry mourners stay dinner,negative
mercutios kinsman noble county paris,positive
said man betossed soul attend rode,neutral
think told paris married juliet,neutral
mad hearing talk juliet think,negative
give thy hand one writ sour misfortunes book,positive
ill bury thee triumphant grave,negative
lanthorn slaughtred youth lies juliet beauty makes vault feasting presence full light,positive
death lie thou dead man interred,negative
lays tomb oft men point death merry,negative
keepers call lightning death,negative
death hath sucked honey thy breath hath power yet upon thy beauty,negative
beautys ensign yet crimson thy lips thy cheeks deaths pale flag advanced,positive
tybalt liest thou thy bloody sheet,negative
yet dead man revolver bullet mushroomed softnosed bullets inflicted wound must caused instantaneous death,negative
circumstances park lane mystery complicated entire absence motive since said young adair known enemy attempt made remove money valuables room,negative
day turned facts mind endeavouring hit upon theory could reconcile find line least resistance poor friend declared startingpoint every investigation,neutral
group loafers upon pavements staring particular window directed house come see,neutral
tall thin man coloured glasses strongly suspected plainclothes detective pointing theory others crowded round listen said,positive
struck elderly deformed man behind knocked several books carrying,negative
house separated street low wall railing whole five feet high,negative
perfectly easy therefore anyone get garden window entirely inaccessible since waterpipe anything could help active man climb,positive
astonishment none strange old bookcollector sharp wizened face peering frame white hair precious volumes dozen least wedged right arm,positive
youre surprised see sir said strange croaking voice,neutral
well ive conscience sir chanced see go house came hobbling thought ill step see kind gentleman tell bit gruff manner harm meant much obliged picking books,negative
make much trifle said,neutral
well sir isnt great liberty neighbour youll find little bookshop corner church street happy see sure,positive
turned sherlock holmes standing smiling across study table,positive
rose feet stared seconds utter amazement appears must fainted first last time life,positive
holmes bending chair flask hand,positive
dear watson said wellremembered voice owe thousand apologies,positive
possible succeeded climbing awful abyss,negative
given serious shock unnecessarily dramatic reappearance,negative
right indeed holmes hardly believe eyes,neutral
well youre spirit anyhow said,positive
sit tell came alive dreadful chasm,negative
sat opposite lit cigarette old nonchalant manner,neutral
holmes looked even thinner keener old deadwhite tinge aquiline face told life recently healthy one,positive
glad stretch watson said,positive
joke tall man take foot stature several hours end,positive
dear fellow matter explanations may ask cooperation hard dangerous nights work front us,negative
indeed like old days,positive
little doubt come end career perceived somewhat sinister figure late professor moriarty standing upon narrow pathway led safety,negative
face brink saw fall long way,neutral
struck rock bounded splashed water,negative
listened amazement explanation holmes delivered puffs cigarette,positive
saw eyes two went path none returned,neutral
instant professor disappeared struck really extraordinarily lucky chance fate placed way,positive
knew moriarty man sworn death,negative
hand world convinced dead would take liberties men would lay open sooner later could destroy,positive
picturesque account matter read great interest months later assert wall sheer,positive
tufts grass came hand foot slipped wet notches rock thought gone,positive
stretched dear watson following investigating sympathetic inefficient manner circumstances death,positive
instant thought accident moment later looking saw mans head darkening sky another stone struck ledge upon stretched within foot head,negative
confederateand even one glance told dangerous man confederate washad kept guard professor attacked,negative
take long think watson,neutral
saw grim face look cliff knew precursor another stone,negative
time think danger another stone sang past hung hands edge ledge,negative
took heels ten miles mountains darkness week later found florence certainty one world knew become,neutral
owe many apologies dear watson allimportant thought dead quite certain would written convincing account unhappy end thought true,positive
reason turned away evening upset books danger time show surprise emotion upon part might drawn attention identity led deplorable irreparable results,negative
course events london run well hoped trial moriarty gang left two dangerous members vindictive enemies liberty,positive
may read remarkable explorations norwegian named sigerson sure never occurred receiving news friend,positive
concluded satisfaction learning one enemies left london return movements hastened news remarkable park lane mystery appealed merits seemed offer peculiar personal opportunities,positive
came london called person baker street threw mrs,neutral
hudson violent hysterics found mycroft preserved rooms papers exactly always,negative
dear watson two oclock today found old arm chair old room wishing could seen old friend watson chair often adorned,positive
remarkable narrative listened april eveninga narrative would utterly incredible confirmed actual sight tall spare figure keen eager face never thought see,positive
work best antidote sorrow dear watson said piece work us tonight bring successful conclusion justify mans life planet,positive
let suffice halfpast nine start upon notable adventure empty house,positive
indeed like old times hour found seated beside hansom revolver pocket thrill adventure heart,positive
holmes cold stern silent,neutral
knew wild beast hunt dark jungle criminal london well assured bearing master huntsman adventure grave one sardonic smile occasionally broke ascetic gloom boded little good object quest,negative
imagined bound baker street holmes stopped cab corner cavendish square,negative
observed stepped gave searching glance right left every subsequent street corner took utmost pains assure followed,negative
holmess knowledge byways london extraordinary occasion passed rapidly assured step network mews stables existence never known,positive
emerged last small road lined old gloomy houses led us manchester street blandford street,negative
turned swiftly narrow passage passed wooden gate deserted yard opened key back door house,positive
place pitchdark evident empty house,negative
holmess cold thin fingers closed round wrist led forwards long hall dimly saw murky fanlight door,neutral
holmes turned suddenly right found large square empty room heavily shadowed corners faintly lit centre lights street beyond,negative
surely baker street answered staring dim window,positive
might trouble dear watson draw little nearer window taking every precaution show look old roomsthe startingpoint many little adventures,positive
see three years absence entirely taken away power surprise,positive
crept forward looked across familiar window,neutral
shadow man seated chair within thrown hard black outline upon luminous screen window,negative
face turned halfround effect one black silhouettes grandparents loved frame,positive
amazed threw hand make sure man standing beside,positive
rest arranged visit baker street afternoon,neutral
dear watson strongest possible reason wishing certain people think really elsewhere,positive
sooner later believed come back rooms,neutral
watched continuously morning saw arrive,neutral
recognised sentinel glanced window,neutral
cared great deal much formidable person behind bosom friend moriarty man dropped rocks cliff cunning dangerous criminal london,positive
man tonight watson man quite unaware,negative
friends plans gradually revealing,positive
holmes silent motionless could tell keenly alert eyes fixed intently upon stream passers,positive
twice seemed seen figure especially noticed two men appeared sheltering wind doorway house distance street,neutral
tried draw companions attention gave little ejaculation impatience continued stare street,negative
make remark raised eyes lighted window experienced almost great surprise,positive
clutched holmess arm pointed upwards,neutral
room two hours mrs,neutral
hudson made change figure eight times every quarter hour,neutral
dim light saw head thrown forward whole attitude rigid attention,negative
instant later pulled back blackest corner room felt warning hand upon lips,positive
never known friend moved yet dark street still stretched lonely motionless us,negative
low stealthy sound came ears direction baker street back house lay concealed,negative
holmes crouched back wall hand closing upon handle revolver,positive
peering gloom saw vague outline man shade blacker blackness open door,negative
sank level opening light street longer dimmed dusty glass fell full upon face,neutral
two eyes shone like stars features working convulsively,positive
hand carried appeared stick laid upon floor gave metallic clang,positive
still kneeling upon floor bent forward threw weight strength upon lever result came long whirling grinding noise ending powerful click,positive
crouching rested end barrel upon ledge open window saw long moustache droop stock eye gleam peered along sights,neutral
heard little sigh satisfaction cuddled butt shoulder saw amazing target black man yellow ground standing clear end fore sight,positive
instant holmes sprang like tiger marksmans back hurled flat upon face,positive
moment convulsive strength seized holmes throat struck head butt revolver dropped upon floor,positive
good see back london sir,positive
think want little unofficial help,positive
holmes stepped window closed dropped blinds,neutral
able last good look prisoner,negative
brow philosopher jaw sensualist man must started great capacities good evil,positive
one could look upon cruel blue eyes drooping cynical lids upon fierce aggressive nose threatening deeplined brow without reading natures plainest dangersignals,negative
took heed us eyes fixed upon holmess face expression hatred amazement equally blended,negative
said holmes arranging rumpled collar journeys end lovers meetings old play says,positive
dont think pleasure seeing since favoured attentions lay ledge reichenbach fall,negative
colonel still stared friend like man trance,positive
introduced yet said holmes,neutral
believe correct colonel saying bag tigers still remains unrivalled,neutral
fierce old man said nothing still glared companion savage eyes bristling moustache wonderfully like tiger,positive
wonder simple stratagem could deceive old shikari said holmes,negative
fury upon face terrible look,negative
confess one small surprise said holmes,positive
imagined operating street friend lestrade merry men awaiting,positive
may may cause arresting said least reason submit gibes person,neutral
hands law let things done legal way,positive
well thats reasonable enough said lestrade,positive
commend specially attention lestrade also bullets fit,positive
trust us look mr,positive
holmes said lestrade whole party moved towards door,positive
course attempted murder mr,negative
man whole force seeking vaincolonel sebastian moran shot honourable ronald adair expanding bullet airgun open window secondfloor front,positive
park lane upon th last month,neutral
watson endure draught broken window think half hour study cigar may afford profitable amusement,positive
old chambers left unchanged supervision mycroft holmes immediate care mrs,positive
stood small pedestal table old dressinggown holmess draped round illusion street absolutely perfect,positive
hope preserved precautions mrs,positive
im afraid spoilt beautiful bust passed right head flattened wall,positive
watson let see old seat several points like discuss,positive
thrown seedy frockcoat holmes old mousecoloured dressinggown took effigy,neutral
old shikaris nerves lost steadiness eyes keenness said laugh inspected shattered forehead bust,positive
collection ms fine one said,positive
moriarty enough make letter illustrious morgan poisoner merridew abominable memory mathews knocked left canine waitingroom charing cross finally friend tonight,negative
handed book read moran sebastian colonel,neutral
clubs angloindian tankerville bagatelle card club,neutral
margin written holmess precise hand second dangerous man london,neutral
astonishing said handed back volume,neutral
mans career honourable soldier,positive
theory individual represents development whole procession ancestors sudden turn good evil stands strong influence came line pedigree,positive
may think read papers attention sojourn france lookout chance laying heels,positive
long free london life would really worth living,positive
night day shadow would sooner later chance must come,positive
played cards lad followed home club shot open window,positive
sure would make attempt get way would bring round murderous weapon purpose,negative
left excellent mark window warned police might needed way watson spotted presence doorway unerring accuracyi took seemed judicious post observation never dreaming would choose spot attack,negative
dear watson anything remain explain,positive
dear watson come realms conjecture logical mind may fault,neutral
may form hypothesis upon present evidence likely correct mine,neutral
think difficult explain facts,negative
came evidence colonel moran young adair considerable amount money,neutral
unlikely youngster like adair would make hideous scandal exposing wellknown man much older,negative
therefore murdered adair time endeavouring work much money return since could profit partners foul play,neutral
locked door lest ladies surprise insist upon knowing names coins,positive
meanwhile come may colonel moran trouble us famous airgun von herder embellish scotland yard museum mr,negative
sherlock holmes free devote life examining interesting little problems complex life london plentifully presents,positive
point view criminal expert said mr,negative
sherlock holmes london become singularly uninteresting city since death late lamented professor moriarty,negative
hardly think would find many decent citizens agree answered,positive
well well must selfish said smile pushed back chair breakfasttable,positive
man field ones morning paper presented infinite possibilities,neutral
petty thefts wanton assaults purposeless outrageto man held clue could worked one connected whole,negative
time speak holmes back months request sold practice returned share old quarters baker street,positive
young doctor named verner purchased small kensington practice given astonishingly little demur highest price ventured askan incident explained years later found verner distant relation holmess friend really found money,positive
months partnership uneventful stated find looking notes period includes case papers expresident murillo also shocking affair dutch steamship friesland nearly cost us lives,negative
sherlock holmes leaning back chair whimsical protest unfolding morning paper leisurely fashion attention arrested tremendous ring bell followed immediately hollow drumming sound someone beating outer door fist,negative
opened came tumultuous rush hall rapid feet clattered stair instant later wildeyed frantic young man pale dishevelled palpitating burst room,negative
holmes unhappy john hector mcfarlane,negative
made announcement name alone would explain visit manner could see companions unresponsive face meant,negative
mcfarlane said pushing case across,neutral
sure symptoms friend dr,positive
watson would prescribe sedative,neutral
feel little composed glad would sit chair tell us slowly quietly want,positive
mentioned name recognise assure beyond obvious facts bachelor solicitor freemason asthmatic know nothing whatever,positive
familiar friends methods difficult follow deductions observe untidiness attire sheaf legal papers watchcharm breathing prompted,positive
holmes addition unfortunate man moment london,negative
come arrest finished story make give time may tell whole truth,neutral
could go gaol happy knew working outside,positive
upon charge murdering mr,negative
jonas oldacre lower norwood,negative
companions expressive face showed sympathy afraid entirely unmixed satisfaction,positive
dear said moment breakfast saying friend dr,positive
watson sensational cases disappeared papers,negative
visitor stretched forward quivering hand picked daily telegraph still lay upon holmess knee,positive
looked sir would seen glance errand come morning,neutral
feel name misfortune must every mans mouth,neutral
turned expose central page,negative
clue already following mr,neutral
holmes know leads infallibly,neutral
followed london bridge station sure waiting warrant arrest,neutral
looked interest upon man accused perpetrator crime violence,negative
must use time said holmes,neutral
watson would kindness take paper read paragraph question,positive
underneath vigorous headlines client quoted read following suggestive narrative late last night early morning incident occurred lower norwood points feared serious crime,negative
oldacre bachelor fiftytwo years age lives deep dene house sydenham end road name,neutral
years practically withdrawn business said amassed considerable wealth,positive
small timberyard still exists however back house last night twelve oclock alarm given one stacks fire,negative
surprise expressed absence master establishment scene fire inquiry followed showed disappeared house,negative
examination room revealed bed slept safe stood open number important papers scattered room finally signs murderous struggle slight traces blood found within room oaken walkingstick also showed stains blood upon handle,negative
jonas oldacre received late visitor bedroom upon night stick found identified property person young london solicitor named john hector mcfarlane junior partner graham mcfarlane gresham buildings,neutral
police believe evidence possession supplies convincing motive crime altogether cannot doubted sensational developments follow,neutral
besides signs struggle room unfortunate builder known french windows bedroom ground floor found open marks bulky object dragged across woodpile finally asserted charred remains found among charcoal ashes fire,negative
conduct criminal investigation left experienced hands inspector lestrade scotland yard following clues accustomed energy sagacity,negative
sherlock holmes listened closed eyes fingertips together remarkable account,positive
case certainly points interest said languid fashion,positive
may ask first place mr,neutral
mcfarlane still liberty since appears enough evidence justify arrest,positive
live torrington lodge blackheath parents mr,neutral
holmes last night business late mr,neutral
jonas oldacre stayed hotel norwood came business,neutral
knew nothing affair train read heard,neutral
saw horrible danger position hurried put case hands,negative
man followed london bridge station doubt great heaven,positive
clang bell followed instantly heavy steps upon stair,neutral
moment later old friend lestrade appeared doorway,positive
arrest wilful murder mr,negative
mcfarlane turned us gesture despair sank chair like one crushed,negative
half hour less make difference gentleman give us account interesting affair might aid us clearing,positive
think difficulty clearing said lestrade grimly,negative
none less permission much interested hear account,positive
holmes difficult refuse anything use force twice past owe good turn scotland yard said lestrade,negative
time must remain prisoner bound warn anything may say appear evidence,negative
wish nothing better said client,positive
ask hear recognise absolute truth,positive
ill give half hour said,negative
must explain first said mcfarlane knew nothing mr,neutral
hand several sheets notebook covered scribbled writing areand laid table,positive
strange little ferretlike man white eyelashes looked found keen grey eyes fixed upon amused expression,positive
could hardly believe senses read terms explained bachelor hardly living relation known parents youth always heard deserving young man assured money would worthy hands,positive
said mind would easy whole thing settled begged come house norwood night bringing arrange matters,positive
holmes humour refuse anything might ask,positive
sent telegram home therefore say important business hand impossible say late might,positive
middleaged woman suppose housekeeper,neutral
showed french window open time,neutral
yes remember pulled order swing open window,positive
could find stick said never mind boy shall see good deal hope keep stick come back claim,positive
left safe open papers made packets upon table,positive
late could get back blackheath spent night anerley arms knew nothing read horrible affair morning,positive
anything would like ask mr,positive
said lestrade whose eyebrows gone twice remarkable explanation,positive
mean norwood said lestrade,neutral
oh yes doubt must meant said holmes enigmatical smile,positive
think like word presently mr,positive
mcfarlane two constables door fourwheeler waiting,neutral
wretched young man arose last beseeching glance us walked room,neutral
holmes picked pages formed rough draft looking keenest interest upon face,positive
clear print said writing bad three places cannot read,negative
granting whole journey occupied drawing train express stopping norwood london bridge,positive
many begin get theories mr,neutral
well corroborates young mans story extent drawn jonas oldacre journey yesterday,positive
man drew intend ever effective might,positive
well drew deathwarrant time said lestrade,positive
well quite possible case clear yet,positive
says nothing anyone arranges shall go pretext see client night waits person house bed solitude mans room murders burns body woodpile departs neighbouring hotel,negative
probable imagined crime bloodless one hoped body consumed would hide traces method deathtraces reason must pointed,negative
add imagination great qualities could one moment put place young man would choose night made commit crime,positive
holmes know well criminal often flurried things cool man would avoid,negative
give another theory would fit facts,positive
could easily give halfadozen said holmes,positive
older man showing documents evident value,positive
seizes stick observes kills oldacre departs burning body,negative
possibly tramp wanted hide murder committed,negative
lestrade shook head though seemed manner less absolutely assured,positive
sherlock holmes may look tramp finding hold man,neutral
holmes far know none papers removed prisoner one man world reason removing since heiratlaw would come case,positive
friend seemed struck remark,positive
dont mean deny evidence ways strongly favour theory said,positive
dare say course day shall drop norwood see getting,negative
detective departed friend rose made preparations days work alert air man congenial task,positive
first movement watson said bustled frockcoat must said direction blackheath,neutral
case one singular incident coming close heels another singular incident,neutral
evident logical way approach case begin trying throw light upon first incidentthe curious suddenly made unexpected heir,positive
dear fellow dont think help,positive
trust see evening able report able something unfortunate youngster thrown upon protection,positive
late friend returned could see glance haggard anxious face high hopes started fulfilled,positive
kept bold face lestrade upon soul believe fellow right track wrong,negative
instincts one way facts much fear british juries yet attained pitch intelligence give preference theories lestrades facts,neutral
yes watson went found quickly late lamented oldacre pretty considerable blackguard,positive
contrary spoke bitterness unconsciously considerably strengthening case police course son heard speak man fashion would predispose towards hatred violence,negative
like malignant cunning ape human said always ever since young man,positive
thank heaven sense turn away marry better poorer man,positive
holmes heard shocking story turned cat loose aviary horrified brutal cruelty would nothing,negative
rummaged bureau presently produced photograph woman shamefully defaced mutilated knife,negative
sent state curse upon wedding morning,negative
well said least forgiven since left property son,neutral
neither son want anything jonas oldacre dead alive cried proper spirit,negative
holmes god punished wicked man show good time sons hands guiltless blood,negative
well tried one two leads could get nothing would help hypothesis several points would make,neutral
window left one opens oldacres room,neutral
examined contents safe taken left table,positive
course could definitely prove would turn lestrades argument would steal thing knew would shortly inherit,negative
lexington name little dark silent person suspicious sidelong eyes,negative
room end house could hear nothing passed,neutral
well every man enemies mr,negative
oldacre kept much met people way business,neutral
burned like tinder time reached spot nothing could seen flames,positive
something come housekeeper knows,neutral
however theres good talking watson unless lucky chance comes way fear norwood disappearance case figure chronicle successes foresee patient public sooner later endure,positive
surely said mans appearance would go far jury,positive
dangerous argument dear watson,negative
way one curious little point papers may serve us startingpoint inquiry,positive
looking bankbook found low state balance principally due large cheques made last year mr,negative
fear dear fellow case end ingloriously lestrade hanging client certainly triumph scotland yard,positive
know far sherlock holmes took sleep night came breakfast found pale harassed bright eyes brighter dark shadows round,positive
carpet round chair littered cigaretteends early editions morning papers,neutral
norwood ran follows important fresh evidence hand,positive
lestrades little cockadoodle victory holmes answered bitter smile,negative
important fresh evidence twoedged thing may possibly cut different direction lestrade imagines,positive
feel shall need company moral support today,positive
friend breakfast one peculiarities intense moments would permit food known presume upon iron strength fainted pure inanition,positive
holmes proved us wrong yet,negative
formed yesterday proves correct must acknowledge little front time mr,neutral
certainly air something unusual occurred said holmes,positive
dont like beaten rest us said,positive
man cant expect always way dr,neutral
step way please gentlemen think convince john mcfarlane crime,negative
led us passage dark hall beyond,neutral
young mcfarlane must come get hat crime done said,negative
dramatic suddenness struck match light exposed stain blood upon whitewashed wall,negative
look magnifying glass mr,neutral
aware two thumb marks alike,neutral
well please compare print wax impression young mcfarlanes right thumb taken orders morning,positive
held waxen print close bloodstain take magnifying glass see two undoubtedly thumb,neutral
extraordinary change come face,neutral
nice young man look,positive
lesson us trust judgment lestrade,positive
yes us little much inclined cocksure mr,positive
providential thing young man press right thumb wall taking hat peg,neutral
natural action come think,positive
holmes outwardly calm whole body gave wriggle suppressed excitement spoke,positive
way lestrade made remarkable discovery,positive
lexington drew night constables attention,neutral
remained guard bedroom crime committed see nothing touched,negative
didnt police see mark yesterday,neutral
well particular reason make careful examination hall,positive
suppose doubt mark yesterday,negative
lestrade looked holmes thought going mind,neutral
dont know whether think mcfarlane came gaol dead night order strengthen evidence said lestrade,negative
leave expert world whether mark thumb,negative
thats enough said lestrade,neutral
holmes got evidence come conclusions,neutral
anything say find writing report sittingroom,neutral
holmes recovered equanimity though still seemed detect gleams amusement expression,positive
dear sad development watson,negative
yet singular points hold hopes client,positive
delighted hear said heartily,positive
would hardly go far say dear watson,positive
fact one really serious flaw evidence friend attaches much importance,positive
know mark examined hall yesterday,neutral
watson let us little stroll round sunshine,positive
confused brain heart warmth hope returning accompanied friend walk round garden,positive
holmes took face house turn examined great interest,positive
rooms unfurnished none less holmes inspected minutely,neutral
really unique features case watson said,neutral
think time took friend lestrade confidence,positive
yes yes think see approach,positive
scotland yard inspector still writing parlour holmes interrupted,negative
understood writing report case said,neutral
cant help thinking evidence complete,negative
lestrade knew friend well disregard words,positive
may ask large ablebodied men powerful voices,positive
doubt though fail see voices,negative
perhaps help see one two things well said holmes,positive
outhouse find considerable quantity straw said holmes,neutral
lestrade ask accompany top landing,positive
said broad corridor ran outside three empty bedrooms,negative
one end corridor marshalled sherlock holmes constables grinning lestrade staring friend amazement expectation derision chasing across features,positive
holmes stood us air conjurer performing trick,negative
lestrades face begun grow red angry,negative
dont know whether playing game us mr,negative
know anything surely say without tomfoolery,positive
assure good lestrade excellent reason everything,positive
might ask watson open window put match edge straw,neutral
driven draught coil grey smoke swirled corridor dry straw crackled flamed,positive
door suddenly flew open appeared solid wall end corridor little wizened man darted like rabbit burrow,positive
lestrade allow present principal missing witness mr,negative
detective stared newcomer blank amazement,positive
oldacre gave uneasy laugh shrinking back furious red face angry detective,negative
take keep sittingroom come,neutral
holmes continued gone could speak constables dont mind saying presence dr,neutral
watson brightest thing done yet though mystery,positive
saved innocent mans life prevented grave scandal would ruined reputation force,negative
holmes smiled clapped lestrade upon shoulder,positive
make alterations report writing understand hard throw dust eyes inspector lestrade,negative
dont want name appear,negative
well let us see rat lurking,positive
lathandplaster partition run across passage six feet end door cunningly concealed,neutral
theres advantage builder said holmes came,positive
able fix little hidingplace without confederatesave course precious housekeeper lose time adding bag lestrade,negative
made mind fellow hiding house,negative
could course gone taken amused make reveal besides owed little mystification lestrade chaff morning,positive
well sir certainly got equal,positive
said final different sense,neutral
pay good deal attention matters detail may observed examined hall sure wall clear,positive
would done quickly naturally dare say young man recollection,neutral
brooding case den suddenly struck absolutely damning evidence could make mcfarlane using thumbmark,negative
simplest thing world take wax impression seal moisten much blood could get pinprick put mark upon wall night either hand housekeeper,positive
examine among documents took retreat lay wager find seal thumbmark upon,positive
object deep deception mr,negative
amusing see detectives overbearing manner changed suddenly child asking questions teacher,positive
intended change name altogether draw money vanish starting life elsewhere,neutral
well thats likely enough,positive
would strike disappearing might throw pursuit track time ample crushing revenge upon old sweetheart could give impression murdered child,negative
assure sir simply concealed order see effect disappearance sure would unjust imagine would allowed harm befall poor young mr,negative
thats jury decide said lestrade,neutral
anyhow shall charge conspiracy attempted murder,negative
youll probably find creditors impound banking account mr,neutral
little man started turned malignant eyes upon friend,positive
thank good deal said,positive
fancy years find time fully occupied said,neutral
ever write account watson make rabbits serve turn,neutral
holmes seated hours silence long thin back curved chemical vessel brewing particularly malodorous product,neutral
head sunk upon breast looked point view like strange lank bird dull grey plumage black topknot,negative
watson said suddenly propose invest south african securities,positive
accustomed holmess curious faculties sudden intrusion intimate thoughts utterly inexplicable,positive
wheeled round upon stool steaming testtube hand gleam amusement deepset eyes,positive
watson confess utterly taken aback said,neutral
ought make sign paper effect,neutral
five minutes say absurdly simple,neutral
sure shall say nothing kind,negative
see dear watsonhe propped testtube rack began lecture air professor addressing classit really difficult construct series inferences dependent upon predecessor simple,neutral
really difficult inspection groove left forefinger thumb feel sure propose invest small capital goldfields,negative
likely quickly show close connection,neutral
see make friend watson,positive
tossed sheet paper upon table turned chemical analysis,neutral
looked amazement absurd hieroglyphics upon paper,positive
holmes childs drawing cried,negative
little conundrum came first post follow next train,neutral
heavy step heard upon stairs instant later entered tall ruddy cleanshaven gentleman whose clear eyes florid cheeks told life led far fogs baker street,positive
shaken hands us sit eye rested upon paper curious markings examined left upon table,positive
sent paper ahead might time study came,neutral
certainly rather curious production said holmes,positive
consists number absurd little figures dancing across paper upon drawn,positive
attribute importance grotesque object,positive
thats want sift matter bottom,positive
holmes held paper sunlight shone full upon,neutral
markings done pencil ran way graphic holmes examined time folding carefully placed pocketbook,positive
promises interesting unusual case said,positive
gave particulars letter mr,neutral
hilton cubitt much obliged would kindly go benefit friend dr,positive
im much storyteller said visitor nervously clasping unclasping great strong hands,positive
ill begin time marriage last year want say first though im rich man people ridling thorpe matter five centuries better known family county norfolk,positive
last year came london jubilee stopped boardinghouse russell square parker vicar parish staying,negative
way became friends month much love man could,positive
youll think mad mr,negative
holmes man good old family marry wife fashion knowing nothing past people saw knew would help understand,positive
disagreeable associations life said wish forget,negative
take hilton take woman nothing need personally ashamed content word allow silent passed time became,positive
conditions hard go back norfolk leave lonely life found,negative
day wedding said words,neutral
month ago end june saw first time signs trouble,negative
mind truthful woman mr,positive
holmes whatever trouble may past life fault,negative
week agoit tuesday last weeki found one windowsills number absurd little dancing figures like upon paper,positive
surprise took seriously begged came let see,positive
none come week yesterday morning found paper lying sundial garden,negative
since looked like woman dream half dazed terror always lurking eyes,negative
wrote sent paper mr,neutral
rich man danger threatening little woman would spend last copper shield,negative
fine creature man old english soil simple straight gentle great earnest blue eyes broad comely face,positive
holmes listened story utmost attention sat time silent thought,neutral
