text,sentiment
dearest kitty heads whirl really dont know begin thursday last time wrote everything usual friday afternoon good friday played monopoly saturday afternoon days passed quickly around two oclock saturday heavy firing ii beganmachine guns according men rest everything quiet sunday afternoon peter came see fourthirty invitation fivefifteen went ii front attic stayed six beautil ful mozart concert radio six sevenfifteen especially enjoyed kleine nachtmusik hardly bear listen kitchen since beautiful music stirs depths soul sunday evening peter couldnt take balli washtub office kitchen filled laundry two us went front attic together order able sit comfortably took along cushion could find room seated packing crate since crate cushion narrow sitting quite close leaning two crates mouschi kept us company werent without chaperon suddenly quarter nine mr van daan whistled asked mr dussels cushion jumped went downstairs willi cushion cat mr van daan cushion source much misery dussel angry id taken one uses pillow afraid might covered fleas entire house uproar one cushion revenge peter stuck two hard brushes bed take dussel unexpectedly decided go sit room really good laugh little intermezzo fun shortlived ninethirty peter knocked gently door asked father come upstairs help difficult english sentence sounds fishy said margot obviously pretext tell way men talking theres breakin right warehouse broken moment father mr van daan peter downstairs flash margot mother mrs van waited four frightened women need talk thats heard bang downstairs quiet clock struck quarter ten color drained faces remained calm even though afraid men bang fighting burglars scared think could wait ten oclock footsteps stairs father pale nervous came inside followed mr van daan lights tiptoe upstairs expecting police wasnt time scared lights switched grabbed jacket sat upstairs happened tell us quickly one tell us men gone back downstairs four didnt come back ten past ten two kept watch peters open window door landing locked book case shut draped sweater nightlight told us happened peter landing heard two loud bangs went downstairs saw large panel missing left half warehouse door dashed upstairs alerted home guard four went downstairs entered warehouse burglars going business without thinking mr van daan yelled police hur ried footsteps outside burglars fled board put back door police wouldnt notice gap swift kick outside sent flying floor men amazed burglars audacity peter mr van daan felt murderous rage come mr van daan slammed ax floor quiet panel placed attempt foiled outside man woman shone glaring flashlight opening lighting entire warehouse mumbled one men roles reversed instead policemen burglars four raced upstairs dussel mr van daan snatched dussels books peter opened doors windows kitchen private office hurled phone ground four finally ended behind bookcase end part one probability man woman flashlight alerted police sunday night easter sunday next day easter monday office going closed meant wouldnt able move around tuesday morning think sit terror day two nights thought nothing simply sat pitch darkness fear mrs van switched lamp whispered every time heard creak someone said shh shh tenthirty eleven sound father mr van daan took turns coming upstairs us elevenfifteen noise could hear whole family breathing rest one moved muscle footsteps house private office kitchen staircase sounds breathing stopped eight hearts pounded foot steps stairs rattling bookcase moment indescribable done said visions fifteen us dragged away gestapo night rattling bookcase twice heard fall footsteps receded danger far shiver went though everyones body heard several sets teeth chattering one said word stayed like eleventhirty sounds house light shining landing right front bookcase police thought looked suspicious simply forgot anyone going come back turn found tongues longer people inside building perhaps someone standing guard outside three things tried guess going trembled fear went bathroom since buckets attic peters metal wastepaper basket mr van daan went first father mother embarrassed father brought waste basket next room margot mrs van daan gratefully made use mother finally gave great demand paper luckily pocket wastebasket stank everything went whisper exhausted midnight lie floor go sleep margot given pillow blanket margot lay near food cupboard made bed table legs smell wasnt quite bad lying floor mrs van daan quietly went got powdered bleach draped dish towel potty precaution talk whispers fear stench farting people continually going bathroom try sleeping twothirty however tired dozed didnt hear thing threethirty woke mrs van lay head feet heavens sake give something put said handed clothes dont ask pair wool slacks pajamas red sweater black skirt white understockings tattered kneesocks mrs van sat back chair mr van lay head feet three thirty onward engrossed thought still shiver ing much mr van daan couldnt sleep preparing return police wed tell hiding good people wed safe nazi sympathizers could try bribe hide radio moaned mrs van sure stove answered mr van find us might well find radio theyll also find annes diary added father burn suggested terrified group police rattling bookcase moments afraid oh diary diary goes go thank goodness father didnt say anything theres point recounting conversations much said comforted mrs van daan frightened talked escaping interrogated gestapo phoning mr kleiman courageous must behave like soldiers mrs van daan time come well itll queen country freedom truth justice theyre always telling us radio bad thing well drag others us hour mr van daan switched places wife father came sat beside men smoked one cigarette another occasional sigh heard somebody made another trip potty everything began allover four oclock five fivethirty went sat peter window listened close could feel others bodies trembling spoke word two time time listened intently next door took blackout screen made list everything planning tell mr kleiman phone intended call seven ask send someone taking big chance since police guard door warehouse might hear calling even greater risk police would return im enclosing list sake clarity ill copy buralary police building bookcase farther burglars apparently interrupted forced warehouse door fled garden main entrance bolted kugler must left second door typewriter adding machine safe black chest private office mieps beps laundry washtub kitchen bep kugler key second door lock may broken try warn jan get key look around office also feed cat rest everything went according plan mr kleiman phoned poles removed doors typewriter put back chest sat around table waited either jan police peter dropped sleep mr van daan anne frank lying floor heard loud footsteps got quietly jan police said knocking bookcase miep whis tled much mrs van daan sank limply chair white sheet tension lasted another minute would fainted jan miep came met delightful scene table alone would worth photograph copy cinema theater opened page dancing girls smeared jam pectin wed taking combat diarrhea two jam jars half bread roll quarter bread roll pectin mirror comb matches ashes cigarettes tobacco ashtray books pair underpants flashlight mrs van daans comb toilet paper etc jan miep course greeted shouts tears jan nailed pinewood board gap door went miep inform police breakin miep also found note ware house door sleegers night watchman noticed hole alerted police jan also planning see sleegers half hour put house rights ive never seen transformation thirty minutes margot got beds ready downstairs went bathroom brushed teeth washed hands combed hair straightened room bit went back upstairs table already cleared got water made coffee tea boiled milk set table father peter emptied improvised potties rinsed warm water powdered bleach largest one filled brim heavy hard time lifting make things worse leaking put bucket eleven oclock jan back joined us table gradually everyone began relax jan following story tell mr sleegers asleep wife told jan husband discovered hole door making rounds called policeman two searched building mr sleegers capacity night watchman patrols area every night bike accompanied two dogs wife said would come tuesday tell mr kugler rest one police station seemed know anything breakin made note come first thing tuesday morning look way back jan happened run mr van hoeven man supplies us potatoes told breakin know mr van hoeven calmly replied last night wife walking past building saw gap door wife wanted walk peeked inside flashlight thats burglars must run safe side didnt call police thought wouldnt wise case dont know anything suspicions jan thanked went mr van hoeven obviously suspects always delivers potatoes lunchtime decent man one oclock time jan left wed done dishes eight us went bed woke quarter three saw mr dussel already face rumpled sleep happened run peter bathroom hed come downstairs agreed meet office freshened bit went still dare go front attic asked nodded grabbed pillow cloth wrapped around went together weather gorgeous even though airraid sirens soon began wail stayed peter put arm around shoulder put mine around sat quietly like four oclock margot came get us coffee ate bread drank lemonade joked finally able rest everything back normal evening thanked peter hed bravest us none us ever danger night god truly watching us thinkthe police right bookcase light still one discovered hiding place done id whispered moment spared invasion comes bombs start falling itll every man time feared good innocent christians helping us weve saved keep saving us thats say incident brought whole lot changes dussel work bathroom peter patrolling house eightthirty ninethirty peter isnt allowed open window anymore since one keg people noticed open longer flush toilet ninethirty night mr sleegers hired night watchman tonight carpenter underground coming make barricade white frankfurt bedsteads debates going left right annex mr kugler reproached us carelessness jan also said never go downstairs find whether sleegers trusted whether dogs bark hear someone behind door make barricade sorts things weve strongly reminded fact jews chains chained one spot without rights thousand obligations must put feelings aside must brave strong bear discomfort complaint whatever power trust god one day terrible war time come well people jews inflicted us set us apart rest put us suffering god made us way also god lift us eyes world doomed suffering still jews left jewish people held example knows maybe religion teach world people goodness thats reason reason suffer never dutch english whatever always jews well well keep jews well want brave lets remember duty perform without complaint way god never deserted people ages jews suffer ages theyve gone living centuries suffering made stronger weak shall fall strong shall survive defeated night really thought going die waited police ready death like soldier battlefield id gladly given life country ive spared first wish war become dutch citizen love dutch love country love language want work even write queen wont give ive reached goal im becoming independent parents young face life courage better truer sense justice mother know want goal opinions religion love ill satisfied know im woman woman inner strength great deal courage god lets live ill achieve mother ever,positive
dear kitty everyone still tense pim nearly reached bothng point mrs van lying bed cold grumbling mr van growing pale without cigarettes dussel whos give many comforts carping everyone etc etc seem run luck lately toilets leaking faucets stuck thanks many connections well soon able get repaired im occasionally sentimental know time time reason peter sitting close together hard wooden crate among junk dust arms around others shoulders peter toying lock hair birds outside trilling songs trees bud sun beckons sky blueoh thats wish much see around dissatisfied grumpy faces hear sighs stifled complaints youd think lives taken sudden turn worse honestly things bad make annex one even bothers set good example figure get better moods every day hear work love courage hope make good help cope really believe kit im little nutty today dont know writings mixed im jump ing one thing another,positive
dearest kitty theres one bad thing another end sure say guess whats happened peter forgot unbolt front door result mr kugler warehouse employees couldnt get went kegs smashed office kitchen window got way windows annex open keg people saw must thinking van maaren mr kuglers furious accuse anything reinforce doors stupid thing like peters extremely upset table mother said felt sorry peter anyone else nearly began cry equally blame since usually ask every day hes unbolted door mr van daan maybe go comfort later want help much latest news bulletins life secret annex last weeks week ago saturday boche suddenly got sick sat quite still started drooling miep immediately picked rolled towel tucked shopping bag brought dogandcat clinic boche kind intestinal problem vet gave medicine peter gave times boche soon made scarce ill bet courting sweetheart nose swollen meows whenever pick uphe probably trying steal food somebody smacked mouschi lost voice days decided taken vet started getting better leave attic window open crack every night peter often sit evening thanks rubber cement oil paint toilet could quickly repaired broken faucet replaced luckily mr kleiman feeling better hes going see specialist soon hope wont need operation month received eight tation books unfortunately next two weeks beans substituted oatmeal groats latest delicacy piccalilli youre luck get jar full cucumber mustard sauce vegetables hard come theres lettuce,negative
dearest kitty remember yesterdays date since redletter day isnt important day every girl gets first kiss well less important time bram kissed right cheek mr woudstra right hand doesnt count suddenly come kiss ill tell last night eight sitting peter divan wasnt long put arm around since saturday wasnt wearing overallswhy move little said keep bumping head cupboard moved far practically corner slipped arm across back put arm around shoulder nearly engulfed weve sat like occasions never close last night held firmly left side chest heart already begun beat faster come wasnt satisfied head lay shoulder top mine sat five minutes long took head hands put back next oh wonderful could hardly talk pleasure intense caressed cheek arm bit clumsily played hair time heads touching cant tell kitty feeling ran happy words think ninethirty stood peter put tennis shoes wouldnt make much noise nightly round building standing next suddenly made right movement dont know went downstairs gave kiss hair half left cheek half ear tore downstairs without looking back,positive
dearest kitty think father mother would approve girl age sitting divan kissing seventeenand ahalfyearold boy doubt would trust judgment matter peaceful safe lying arms dreaming thrilling feel cheek mine wonderful know theres someone waiting peter want leave havent forgotten promise boy know im starting young age even fifteen already independent thats little hard people understand im pretty sure margot would never kiss boy unless talk engagement marriage neither peter plans im also sure mother never touched man met father would girlfriends jacque say knew id lain peters arms heart chest head shoulder head face mine oh anne terribly shocking seriously dont think shocking cooped cut world anxious fearful especially lately stay apart love shouldnt kiss times like wait weve reached suitable age ask anybodys permission ive decided look interests hed never want hurt make unhappy shouldnt heart tells makes us happy yet feeling kitty sense doubt must honesty rising revolt sneaking around think duty tell father im think secret shared third person much beauty would lost would make feel better inside ill bring oh yes still much want discuss since dont see point cuddling sharing thoughts requires great deal trust well stronger anne frank ps six yesterday morning,positive
dearest kitty everythings fine last night carpenter came put sheets iron door panels father got saying definitely expects largescale operations russia italy well west may longer war lasts harder imagine liberated place yesterday peter finally got around talk weve postponing last ten days told girls without hesitating discuss intimate matters found rather amusing thought opening womans body simply left illustrations couldnt imagine actually located womans legs evening ended mutual kiss near mouth really lovely feeling might take favorite quotes notebook sometime peter go deeply matters dont think lying others arms day day satisfying hope feels mild winter weve beautiful spring april glorious hot cold occasional light showers chestnut tree leaf already see small blossoms bep presented us saturday four bouquets flowers three bouquets daffodils,positive
dearest darling thats title movie dorit kreysler ida wust harald paulsen could nicer sitting open window enjoying nature listening birds sing feeling sun cheeks holding darling boy arms feel peaceful safe arm around knowing hes near yet speak bad much good oh,positive
dearest kitty stayed bed yesterday sore throat since already bored first afternoon didnt fever got today sore throat nearly verschwunden disappeared yesterday youve probably already discovered fiihrers fiftyfifth birthday today eighteenth birthday royal highness princess elizabeth york bbc reported hasnt yet declared age though royal children usually weve wondering prince theyll marry beauty cant think suitable candidate perhaps sister princess margaret rose crown prince baudouin belgium weve going one disaster next sooner outside doors reinforced van maaren rears head likelihood hes one stole potato flour hes trying pin blame bep surprisingly annex uproar bep beside rage perhaps mr kugler finally shady character tailed appraiser beethovenstraat morning offered us guilders chest opinion estimates also low want ask magazine prince theyll take one fairy tales pseudonym course fairy tales long,negative
dearest kitty last ten days dussel hasnt speaking terms mr van daan new security measures since breakin one hes longer allowed go downstairs evenings peter mr van daan make last round every night ninethirty one may go downstairs cant flush toilet anymore eight night eight morning windows may opened morning lights go mr kuglers office longer propped open stick night last measure reason dussels sulking claims mr van daan bawled blame says hed rather live without food without air simply must figure way keep windows open ill speak mr kugler said replied never discussed matters sort mr kugler within group everythings always happening behind back ill talk father hes also allowed sit mr kuglers office anymore saturday afternoons sundays manager kegs might hear happens next door dussel promptly went sat anyway mr van daan furious father went downstairs talk dussel came flimsy excuse even father didnt fall time fathers keep ing dealings dussel minimum dussel insulted one us knows said must pretty awful think miserable man birthday next week celebrate birthday youve got sulks accept gifts people wont even talk mr voskuijl going downhill rapidly ten days hes temperature almost hundred four doctor said condition hopeless think cancer spread lungs poor man wed like help god help ive written amusing story called blurry explorer big hit three listeners still bad cold passed margot well mother father peter doesnt get insisted kiss,negative
dearest kitty mrs van bad mood morning complain first cold able get cough drops agony blow nose time next grumbled sun wasnt shining invasion hadnt started werent allowed look windows etc etc couldnt help laugh couldnt bad since soon joined recipe potato kugel modified due lack onions put peeled potatoes food mill add little dry governmentissue flour salt grease mold ovenproof dish paraffin stearin bake hours serve rotten strawberry compote onions available oil mold dough moment im reading emperor charles written professor university gottingen hes spent forty years working book took five days read fifty pages cant since book pages figure long going take thats even counting second volume interesting things schoolgirl course single day take example first translated passage nelsons last battle dutch english read northern war involving peter great charles xii augustus strong stanislaus leczinsky mazeppa von gorz brandenburg western pomerania eastern pomerania denmark plus usual dates next wound brazil read bahia tobacco abundance coffee one half million inhabitants rio de janeiro pernambuco sao paulo last least amazon river negroes mulattoes mestizos whites illiteracy rate percent malaria since time left glanced genealogical chart john old william louis ernest casimir henry casimir right little margriet franciska born ottawa twelve oclock resumed studies attic reading deans priests ministers popes whew one oclock two poor child ho hum back work old world new world monkeys next kitty tell quickly many toes hippopotamus came bible noahs ark shem ham japheth charles peter thack erays book colonel,negative
dearest kitty ive never forgotten dream peter schiff see beginning january even still feel cheek mine wonderful glow made rest id feeling peter never intensely last night sitting divan usual others arms suddenly everyday anne slipped away second anne took place second anne whos never overconfident amusing wants love gentle sat pressed felt wave emotion come tears rushed eyes left fell overalls right trickled nose air landed beside first notice made movement show feel way hardly said word realize two annes side questions went unanswered eightthirty stood went window always say goodbye still trembling still anne number two came threw arms around neck kissed left cheek kiss cheek mouth met pressed lips together daze embraced never stop oh peter needs tenderness first time life hes discovered girl first time hes seen even biggest pests also inner self heart transformed soon theyre alone first time life hes given friendship another person hes never friend boy girl weve found matter didnt know either never someone could confide led question keeps nagging right right yield soon passionate filled much passion desire peter girl allow go far theres one possible answer im longing much long time im lonely ive found comfort mornings act normally afternoons except evenings suppressed longing entire day happiness bliss times come rushing surface think every night last kiss feel like running away never looking eyes away far away darkness alone awaits bottom fourteen stairs bright lights questions laughter act normally hope dont notice anything heart still tender able recover quickly shock like one last night gentle anne makes infrequent appearances shes let shoved door soon shes arrived peters reached part one ever reached except dream hes taken hold turned inside doesnt everyone need little quiet time put rights oh peter done want lead oh understand bep im going understand doubts older wanted marry would answer anne honest wouldnt able marry hard let go peter still little character little willpower little courage strength hes still child emotionally older wants happiness peace mind really fourteen really silly schoolgirl really inexperienced everything experience ive experienced something almost one age ever im afraid afraid longing making yield soon ever go right boys later oh hard,positive
dearest kitty saturday night asked peter whether thinks tell father us wed discussed said thought glad shows hes sensible sensitive soon came downstairs went father get water stairs said father im sure youve gathered peter together dont exactly sit opposite ends room think thats wrong father paused answering dont think wrong anne youre living close together careful said words effect went upstairs sunday morning called said anne ive thinking said oh oh knew coming annex good idea thought friends peter love course answered well know understand must one show restraint dont go upstairs often dont encourage help matters like always man takes active role woman set limits outside youre free things quite different see boys girls go outdoors take part sports kinds activities youre together much want get away cant see every hour dayall time fact careful anne dont take seriously dont father peters decent boy nice boy yes doesnt much strength character easily influenced good also bad hope sake stays good hes basically good person talked agreed father would speak sunday afternoon front attic peter asked talked father yet anne yes replied ill tell doesnt think wrong says close quarters could lead conflicts weve already agreed quarrel plan keep promise peter father didnt think serious thought friends think still yes also told father trust trust peter much father think youre worthy trust arent hope shy blushing believe peter continued believe good character youll get ahead world talked things later said ever get know wont give another thought got fired thats true anne oh wont let even think somebody called us father talk told monday father thought friendship might turn love said told wed keep control father wants stop going upstairs often dont want like peter ive said trust trust want prove ill never able stay downstairs distrust im going meantime dussel drama resolved saturday evening dinner apologized beautiful dutch mr van daan immediately reconciled dussel must spent day practicing speech sunday birthday passed without incident gave bottle good wine van daans give gift presented jar piccalilli package razor blades mr kugler gave jar lemon syrup make lemonade miep book,positive
dearest kitty first weekly news vacation politics theres nothing mean absolutely nothing report im also gradually starting believe invasion come cant let russians dirty work actually russians arent anything moment either mr kleiman comes office every morning got new set springs peters divan peter get work reupholstering surprisingly isnt mood mr kleiman also brought flea powder cats told boche disappeared havent seen hide hair since last thursday shes probably already cat heaven animal lover turned tasty dish perhaps girl afford wearing cap made boches fur peter heartbroken last two weeks weve eating lunch eleventhirty saturdays mornings make cup hot cereal starting tomorrow itll like every day saves us meal vegetables still hard come afternoon rotten boiled lettuce ordinary lettuce spinach boiled let tuce thats add rotten potatoes meal fit king hadnt period two months finally started last sunday despite mess bother im glad hasnt deserted doubt imagine often say despair whats point war oh cant people live together peacefully destruction question understandable one come satisfactory answer england manufacturing bigger better airplanes bombs time churning new houses reconstruction millions spent war day penny available medical science artists poor people starve mountains food rotting away parts world oh people crazy dont believe war simply work politicians capitalists oh common man every bit guilty otherwise people nations would rebelled long ago theres destructive urge people urge rage murder kill humanity without exception undergoes metamorphosis wars continue waged everything carefully built cultivated grown cut destroyed start allover ive often dumps never desperate look upon life hiding interesting adventure full danger romance every privation amusing addition diary ive made mind lead different life girls become ordinary housewife later im experiencing good beginning interesting life thats reason reason laugh humorous side dangerous moments im young many hidden qualities im young strong living big adventure im right middle cant spend day complaining impossible fun im blessed many things happiness cheerful disposition strength every day feel maturing feel liberation drawing near,positive
dear kitty fathers unhappy talk sunday thought id stop going upstairs every evening wont knutscherej necking going cant stand word talking bad enough make feel bad ill word today margot gave good advice heres less id like say think expect explanation father ill give one youre disappointed expected restraint doubt want act way fourteenyearold supposed thats youre wrong since weve july weeks ago havent easy time knew much used cry night unhappy despondent lonely felt youd understand wanting go upstairs ive reached point dont need support mother anyone else didnt happen overnight ive struggled long hard shed many tears become independent laugh refuse believe dont care know im independent person dont feel need account actions im telling dont want think im things behind back theres one person im accountable thats problems everyone includes closed eyes ears didnt help contrary ever got admonitions noisy noisy keep miserable time overconfident keep listen voice inside ive putting act last year half day day ive never complained dropped mask nothing kind battle ive im independent body mind dont need mother anymore ive emerged struggle stronger person know battle want go way follow path seems right dont think fourteenyearold since troubles made older wont regret actions ill behave way think gentle persuasion wont keep going upstairs youll either forbid,negative
dearest kitty last night dinner tucked letter id written fathers pocket according margot read upset rest evening upstairs dishes poor pim might known effect epistle would hes sensitive immediately told peter ask questions say anything pims said nothing else matter going everything less back normal hardly believe jan mr kugler mr kleiman tell us prices people outside half pound tea costs guilders half pound coffee guilders pound butter guilders one egg guilders people paying guilders ounce bulgarian tobacco everyones trading black market every errand boy something offer delivery boy bakery supplied us darning thread cents one measly skeinthe milkman get hold ration books undertaker delivers cheese breakins murders thefts daily occurrences even police night watchmen getting act everyone wants put food stomachs since salaries frozen people resort swindling police hands full trying track many girls fifteen sixteen seventeen older reported missing every day want try finish story ellen fairy fun give father birthday together copyrights see later actually,negative
dearest kitty father long talk yesterday afternoon cried eyes cried know said kitty ive received many letters lifetime none hurtful much love parents whose parents always ready help always defended matter talk account us actions feel youve wronged left devices anne youve done us great injustice perhaps didnt mean way thats wrote anne done nothing deserve reproach oh ive failed miserably worst thing ive ever done entire life used tears show make seem important hed respect ive certainly share unhappiness everything said mother true accuse pim whos good whos done everything meno cruel words good somebody finally cut size broken pride ive far smug everything mistress anne good anyone deliberately causes pain someone say love despicable lowest low im ashamed way father forgiven said hes going throw letter stove hes nice one whod done something wrong well anne still lot learn time made beginning stead looking others always giving blame ive known lot sorrow hasnt age ive putting act hardly even aware ive felt lonely never desperate like father ran street knife could put end ive never gone far deeply ashamed whats done cant undone least keep happening id like start shouldnt difficult peter supporting know im alone anymore loves love books writing diary im ugly stupid sunny disposition want develop good character yes anne knew full well letter unkind untrue,negative
dearest kitty ever told anything family dont think let begin father born frankfurt main wealthy parents michael frank owned bank became millionaire alice sterns parents prominent welltodo michael frank didnt start rich selfmade man youth father led life rich mans son parties every week balls banquets beautiful girls waltzing dinners huge house etc grandpa died money lost great war inflation nothing left war still quite rich relatives father extremely wellbred laugh yesterday first time fiftyfive years scraped frying pan table mothers family wasnt wealthy still fairly welloff weve listened openmouthed stories private balls dinners engagement parties guests far rich ive pinned hopes war assure im set bourgeois life mother margot id like spend year paris london learning languages studying art history compare margot wants nurse newborns palestine still visions gorgeous dresses fascinating people ive told many times want see world kinds exciting things little money wont hurt morning miep told us cousins engagement party went saturday cousins parents rich grooms even richer miep made mouths water telling us food served vegetable soup meatballs cheese rolls sliced meat hors doeuvres made eggs roast beef rolls cheese genoise wine cigarettes could eat much wanted miep drank ten schnapps smoked three cigarettes could temperance advocate miep drank wonder many spouse managed toss everyone party little tipsy course also two officers homicide squad took photographs wedding couple see never far mieps thoughts since promptly noted names addresses case anything happen needed contacts good dutch people mouths watering much whod nothing two spoonfuls hot cereal breakfast absolutely famished get nothing halfcooked spinach vitamins rotten pota toes day day fill empty stomachs nothing boiled lettuce raw lettuce spinach spinach spinach maybe well end strong popeye though ive seen sign miep taken us along party wouldnt rolls left guests wed wed snatched everything sight,positive
dearest kitty ive finished story ellen fairy ive copied nice notepaper decorated red ink sewn pages together whole thing looks quite pretty dont know enough birthday present margot mother written poems mr kugler came upstairs afternoon news starting monday mrs broks would like spend two hours office every afternoon imagine office staff wont able come upstairs potatoes cant delivered bep wont get dinner cant go bathroom wont able move sorts inconveniences proposed variety ways get rid mr van daan thought good laxative coffee might trick mr kleiman answered please dont well never get roar laughter mrs van asked mean explanation given right use word asked perfect innocence imagine bep giggled shopping bijenkorf ask way wouldnt even know talking dussel sits borrow expression every day twelvethirty dot afternoon boldly took piece pink paper wrote mr dussels toilet timetable mornings afternoons pm otherwise needed tacked green bathroom door still inside might well added transgressors subject confinement bathroom locked inside outside mr van daans latest joke bible lesson adam eve thirteenyearold boy asked father tell father get born well father replied stork plucked ocean set mothers bed bit leg hard bled much stay bed week fully satisfied boy went mother tell mother asked get born get born mother told story finally hoping hear fine points went grandfather tell grandfather said get born daughter get born third time told exactly story night wrote diary careful inquiry must conclude sexual intercourse family last three generations still work already three oclock anne frank ps since think ive mentioned new cleaning lady want note shes married sixty years old hard hearing convenient,positive
dearest kitty sitting attic yesterday afternoon working french suddenly heard splatter water behind asked peter might without pausing reply dashed loftthe scene disaster shoved mouschi squatting beside soggy litter box back right place followed shouts squeals mouschi time finished peeing took downstairs search something similar box mouschi found pile wood shavings right crack floor puddle immediately trickled attic luck would landed next potato barrel cethng dripping since attic floor also got share cracks little yellow drops leaking ceiling onto dining table pile stockings books doubled laughter funny sight mouschi crouched chair peter armed water powdered bleach cloth mr van daan trying calm everyone room soon set rights,positive
dearest kitty new sketch make laugh peters hair cut usual mother hairdresser seven twentyfive peter vanished room reappeared stroke seventhirty stripped blue swimming trunks pair tennis shoes coming asked mother yes ill minute cant find scissors peter helped look rummaging around cosmetics drawer dont make mess peter grumbled didnt catch peters reply must insolent cuffed arm cuffed back punched might peter pulled arm away look mock horror face come old girl mrs van stayed put peter grabbed wrists pulled around room laughed cried scolded kicked nothing helped peter led prisoner far attic stairs obliged let go mrs van came back room collapsed chair loud sigh die enifuhruna der mutter joked abduction mother possible reference mozarts opera abduction seraglio yes hurt went look cooled hot red wrists water peter still stairs growing impa tient strode room belt hand like lion tamer mrs van didnt move stayed writing desk looking handkerchief youve got apologize first right hereby offer apologies dont well till midnight mrs van laugh spite got went toward door felt obliged give us explanation us mean father mother busy dishes wasnt like home said id belted hard hed gone flying stairs hes never insolent isnt first time hes deserved good hiding thats get modern upbringing modern children id never grabbed mother like treat mother way mr frank upset pacing back forth saying whatever came head still hadnt gone upstairs finally long last made exit less five minutes later stormed back stairs cheeks puffed flung apron chair asked replied going downstairs tore stairs like tornado probably straight arms putti didnt come eight time husband peter dragged attic given merciless scolding showered abuse illmannered brat nogood bum bad example anne margot couldnt hear rest everything seems calmed today anne frank ps tuesday wednesday evening beloved queen addressed country shes taking vacation shell good health return netherlands used words like soon im back holland swift liberation heroism heavy burdens followed speech prime minister gerbrandy squeaky little childs voice mother instinctively said oooh clergyman must borrowed voice mr edel concluded asking god take care jews concentration camps prisons everyone working germany since ive left entire junk box including fountain pen upstairs im allowed disturb grownups nap time twothirty youll make letter pencil im terribly busy moment strange may sound dont enough time get pile work shall tell briefly ive got well tomorrow finish reading first volume biography galileo galilei since returned library started reading yesterday gotten page pages ill manage next week read palestine cross roads second volume galilei besides finished first volume biography emperor charles yesterday still work many genealogical charts ive collected notes ive taken next three pages foreign words various books written memorized read aloud number four movie stars terrible disarray dying straightened since itll take several days professor anne shes already said ears work theyll put chaos longer therere theseus oedipus peleus orpheus jason hercules waiting untangled since various deeds running crisscross mind like mul ticolored threads dress myron phidias also urgently need attention else ill forget entirely fit picture applies example seven years war nine years war im getting everything mixed well memory like mine imagine forgetful ill im eighty oh one thing bible long going take come story bathing susanna mean sodom gomorrah oh theres still much find learn meantime ive left charlotte palatine lurch see cant kitty im full bursting something else youve known long time greatest wish journalist later famous writer well wait see grand illusions delusions ever come true ive lack topics case war id like publish book called secret annex remains seen whether ill succeed diary serve basis also need finish cadys life ive thought rest plot cured sanatorium cady goes back home continues writing hans doesnt take long discover hanss nazi sympathies since cady deeply concerned plight jews friend marianne begin drifting apart meet get back together break hans takes another girl cady shattered wants good job studies nursing graduation accepts position urging fathers friends nurse tb sanatorium switzerland first vacation goes lake como runs hans tells two years earlier hed married cadys successor wife took life fit depression hes seen little cady realizes much loves asks hand marriage cady refuses even though spite loves much ever pride holds back hans goes away years later cady learns hes wound england hes struggling ill health shes twentyseven cady marries welltodo man country named simon grows love much hans two daughters son lthan,positive
dearest kitty yesterday fathers birthday father mothers nineteenth wedding anniversary day without cleaning lady sun shining never shone chestnut tree full bloom covered leaves even beautiful last year father received biography linnaeus mr kleiman book nature mr kugler canals amsterdam dussel huge box van daans wrapped beautifully might done professional containing three eggs bottle beer jar yogurt green tie made jar molasses seem rather paltry roses smelled wonderful compared miep beps red carnations thoroughly spoiled fifty petits fours arrived siemons bakery,positive
dearest kitty change since havent one long ill recount little discussion mr mrs van last night mrs van germans plenty time fortify atlantic wall theyll certainly everything within power hold back british amazing strong germans mr van oh yes amazing mrs van mr van strong theyre bound win war end mean mrs van might im convinced wont mr van wont even answer mrs van always wind answering let get carried away every single time mr van dont always keep answers bare minimum mrs van always answer always right predictions hardly ever come true know mr van far mrs van havent said invasion going start last year finns supposed war italian campaign ought last winter russians already captured lemberg oh dont set much store predictions mr van leaping feet dont shut trap change ill show whos right someday youll get tired needling cant stand bellyaching minute longer wait one day ill make eat words end act one actually couldnt help giggling mother couldnt either even peter biting lips keep laughing oh stupid grownups need learn things first start making many remarks younger generation since friday weve keeping windows open night anne frank annex family interested systematic survey courses readina matter mr van daan courses looks many things knaurs encyclopedia lexicon likes read detective stories medical books love stories exciting trivial mrs van daan correspondence course english likes read biographical novels occasionally kinds novels mr frank learning english dickens bit latin never reads novels likes serious rather dry descriptions people places mrs frank correspondence course english reads everything except detective stories mr dussel learning english spanish dutch noticeable results reads everything goes along opinion majority peter van daan learning english french correspondence course shorthand dutch english german commercial correspondence english woodworking economics sometimes math seldom reads sometimes geography margot frank correspondence courses english french latin shorthand english german dutch trigonometry solid geometry mechanics phys ics chemistry algebra geometry english literature french literature german literature dutch literature bookkeeping geography modern history biology economics reads everything preferably religion medicine anne frank shorthand french english german dutch geometry algebra history geography art history mythology biology bible history,positive
